<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;share_price;<VOL>
PLZL;D;20190531;0;5065.0000000;5170.5000000;5060.5000000;5170.5000000;150481
PLZL;D;20190603;0;5180.0000000;5249.5000000;5175.0000000;5244.0000000;119750
PLZL;D;20190604;0;5250.0000000;5269.5000000;5216.0000000;5269.5000000;60460
PLZL;D;20190605;0;5270.0000000;5328.0000000;5260.0000000;5323.0000000;61049
PLZL;D;20190606;0;5316.5000000;5345.5000000;5280.0000000;5326.0000000;48022
PLZL;D;20190607;0;5311.5000000;5460.0000000;5305.0000000;5460.0000000;120582
PLZL;D;20190610;0;5440.0000000;5491.5000000;5330.5000000;5485.0000000;200661
PLZL;D;20190611;0;5465.0000000;5576.0000000;5464.5000000;5576.0000000;147484
PLZL;D;20190613;0;5575.0000000;5637.0000000;5552.5000000;5580.0000000;229080
PLZL;D;20190614;0;5585.0000000;5740.0000000;5585.0000000;5721.0000000;218233
PLZL;D;20190617;0;5749.0000000;5791.0000000;5600.0000000;5600.0000000;112986
PLZL;D;20190618;0;5618.0000000;5729.5000000;5610.0000000;5646.0000000;184801
PLZL;D;20190619;0;5650.0000000;5726.0000000;5487.0000000;5560.0000000;96340
PLZL;D;20190620;0;5650.0000000;5692.0000000;5610.0000000;5638.5000000;183242
PLZL;D;20190621;0;5646.5000000;5808.5000000;5612.5000000;5805.5000000;152187
PLZL;D;20190624;0;5799.5000000;5973.5000000;5747.5000000;5931.0000000;109112
PLZL;D;20190625;0;5947.0000000;5989.5000000;5885.0000000;5931.0000000;90880
PLZL;D;20190626;0;5909.0000000;5964.5000000;5825.5000000;5896.0000000;90802
PLZL;D;20190627;0;5874.0000000;5924.5000000;5801.0000000;5836.0000000;80245
PLZL;D;20190628;0;5837.5000000;5869.5000000;5764.5000000;5828.0000000;63233
PLZL;D;20190701;0;5798.0000000;5809.5000000;5650.0000000;5695.0000000;183772
PLZL;D;20190702;0;5675.0000000;5848.0000000;5675.0000000;5848.0000000;114959
PLZL;D;20190703;0;5900.0000000;6058.0000000;5853.5000000;6029.0000000;194303
PLZL;D;20190704;0;6030.0000000;6114.5000000;5958.0000000;6108.5000000;65088
PLZL;D;20190705;0;6100.5000000;6284.0000000;6064.0000000;6200.0000000;214330
PLZL;D;20190708;0;6218.0000000;6269.5000000;6188.5000000;6225.0000000;84735
